Gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
YALI0_A05357g	4952.CAG83708	7.86E-243	665	COG0639@1|root,KOG0372@2759|Eukaryota,38BRC@33154|Opisthokonta,3NUI4@4751|Fungi,3QK6Y@4890|Ascomycota,3RTS0@4891|Saccharomycetes	4891|Saccharomycetes	GT	serine threonine-protein phosphatase	PPG1	GO:0003674,GO:0003824,GO:0004721,GO:0004722,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005975,GO:0005976,GO:0005977,GO:0006073,GO:0006091,GO:0006112,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009405,GO:0009987,GO:0015980,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0030447,GO:0036211,GO:0040007,GO:0042578,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044042,GO:0044182,GO:0044237,GO:0044238,GO:0044260,GO:0044262,GO:0044264,GO:0044267,GO:0044419,GO:0044424,GO:0044464,GO:0051704,GO:0055114,GO:0071704,GO:0140096,GO:1901564	3.1.3.16	ko:K17615	-	-	-	-	ko00000,ko01000,ko01009	-	-	-	Metallophos
YALI0_A05379g	4952.CAG83709	0	1617	COG0147@1|root,KOG1224@2759|Eukaryota,38EFT@33154|Opisthokonta,3NU85@4751|Fungi,3QMKG@4890|Ascomycota,3RTS6@4891|Saccharomycetes	4891|Saccharomycetes	J	to Saccharomyces cerevisiae ABZ1 (YNR033W)	ABZ1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0008153,GO:0008483,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0018130,GO:0019438,GO:0019752,GO:0032787,GO:0034641,GO:0042398,GO:0042537,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046482,GO:0046483,GO:0046653,GO:0046654,GO:0046820,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.6.1.85	ko:K13950	ko00790,map00790	-	R01716	RC00010,RC01418	ko00000,ko00001,ko01000	-	-	-	Anth_synt_I_N,Chorismate_bind,GATase
YALI0_A05401g	4952.CAG83710	4.76E-106	306	KOG0870@1|root,KOG0870@2759|Eukaryota,3A2AE@33154|Opisthokonta,3P347@4751|Fungi,3QVE2@4890|Ascomycota,3RUQJ@4891|Saccharomycetes	4891|Saccharomycetes	K	DNA polymerase epsilon subunit D	DPB4	GO:0000228,GO:0000731,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006272,GO:0006281,GO:0006301,GO:0006325,GO:0006338,GO:0006342,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007568,GO:0007569,GO:0008150,GO:0008152,GO:0008622,GO:0008623,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016458,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019985,GO:0022616,GO:0031010,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031490,GO:0031491,GO:0031492,GO:0031974,GO:0031981,GO:0032502,GO:0032991,GO:0033554,GO:0034401,GO:0034641,GO:0034645,GO:0034654,GO:0034728,GO:0040029,GO:0042276,GO:0042575,GO:0042766,GO:0043044,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044877,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051716,GO:0060255,GO:0061695,GO:0065007,GO:0070013,GO:0070603,GO:0070828,GO:0070868,GO:0071704,GO:0071824,GO:0071840,GO:0071897,GO:0080090,GO:0090304,GO:0090399,GO:0097159,GO:0097549,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1904949,GO:1990234,GO:2000112,GO:2000113,GO:2001141	2.7.7.7	ko:K02326	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko05166,map00230,map00240,map01100,map03030,map03410,map03420,map05166	M00263	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03036,ko03400	-	-	-	CBFD_NFYB_HMF
YALI0_A05423g	4952.CAG83711	1.37E-67	204	KOG3482@1|root,KOG3482@2759|Eukaryota,3A5K1@33154|Opisthokonta,3P5AF@4751|Fungi,3QXBU@4890|Ascomycota,3RVMI@4891|Saccharomycetes	4891|Saccharomycetes	A	to Saccharomyces cerevisiae SMX3 (YPR182W)	-	GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005682,GO:0005685,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0030532,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0046540,GO:0071013,GO:0071704,GO:0090304,GO:0097159,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1901363,GO:1902494,GO:1990904	-	ko:K11098	ko03040,map03040	M00351,M00352,M00354,M00355,M00398	-	-	ko00000,ko00001,ko00002,ko03032,ko03041	-	-	-	LSM
YALI0_A05533g	4952.CAG83712	0	2020	COG0265@1|root,KOG1421@2759|Eukaryota,39J7H@33154|Opisthokonta,3NYAX@4751|Fungi,3QKHK@4890|Ascomycota,3RRUK@4891|Saccharomycetes	4890|Ascomycota	O	Pro-apoptotic serine protease NMA111	NMA111	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006508,GO:0006629,GO:0006807,GO:0006915,GO:0006950,GO:0008150,GO:0008152,GO:0008219,GO:0008233,GO:0008236,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0012501,GO:0016787,GO:0017171,GO:0019538,GO:0030163,GO:0033554,GO:0034605,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044255,GO:0044424,GO:0044464,GO:0050896,GO:0051716,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575	-	-	-	-	-	-	-	-	-	-	PDZ,PDZ_1,PDZ_2,Trypsin_2
YALI0_A05555g	4952.CAG83713	3.07E-264	723	COG0430@1|root,KOG3980@2759|Eukaryota,38EIW@33154|Opisthokonta,3NWTY@4751|Fungi,3QP74@4890|Ascomycota,3RSI8@4891|Saccharomycetes	4891|Saccharomycetes	A	to Saccharomyces cerevisiae RCL1 (YOL010W)	-	GO:0000447,GO:0000460,GO:0000462,GO:0000466,GO:0000469,GO:0000472,GO:0000478,GO:0000479,GO:0000480,GO:0000966,GO:0000967,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008047,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0022613,GO:0030234,GO:0030490,GO:0030684,GO:0030686,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0050790,GO:0065007,GO:0065009,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0098772,GO:0140098,GO:1901360,GO:1990904	-	ko:K11108	ko03008,map03008	-	-	-	ko00000,ko00001,ko03009	-	-	-	RTC,RTC_insert
YALI0_A05577g	4952.CAG83714	0	1791	KOG3836@1|root,KOG3836@2759|Eukaryota,39JZT@33154|Opisthokonta,3P07N@4751|Fungi,3QPFB@4890|Ascomycota,3RRTP@4891|Saccharomycetes	4891|Saccharomycetes	K	to Saccharomyces cerevisiae MGA2 (YIR033W) and SPT23 (YKL020C)	SPT23	GO:0001666,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005789,GO:0006325,GO:0006342,GO:0006355,GO:0006357,GO:0006950,GO:0006996,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0010035,GO:0010038,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010565,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016458,GO:0019216,GO:0019217,GO:0019219,GO:0019222,GO:0030176,GO:0030466,GO:0031224,GO:0031227,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031329,GO:0031330,GO:0031984,GO:0032025,GO:0033554,GO:0036003,GO:0036083,GO:0036293,GO:0036294,GO:0040029,GO:0042175,GO:0042221,GO:0042304,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043487,GO:0043488,GO:0043489,GO:0043618,GO:0043620,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045723,GO:0045814,GO:0045834,GO:0045892,GO:0045893,GO:0045923,GO:0045934,GO:0045935,GO:0045944,GO:0046889,GO:0046890,GO:0048255,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051716,GO:0060255,GO:0061013,GO:0061399,GO:0061418,GO:0061419,GO:0062012,GO:0062013,GO:0065007,GO:0065008,GO:0070417,GO:0070482,GO:0070887,GO:0071241,GO:0071248,GO:0071279,GO:0071453,GO:0071456,GO:0071840,GO:0072364,GO:0072366,GO:0080090,GO:0097159,GO:0098827,GO:1901363,GO:1901522,GO:1902369,GO:1902373,GO:1902679,GO:1902680,GO:1903311,GO:1903312,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2000531,GO:2001141,GO:2001279,GO:2001280	-	ko:K06867	-	-	-	-	ko00000	-	-	-	Ank,Ank_2,Ank_4,TIG
YALI0_A05951g	4952.CAG83720	0	885	28MRT@1|root,2QUA0@2759|Eukaryota,39SBK@33154|Opisthokonta,3NWPD@4751|Fungi,3QSCA@4890|Ascomycota,3RTM6@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae SNG1 (YGR197C) and YJR015W	-	-	-	-	-	-	-	-	-	-	-	-	DUF3533
YALI0_A05995g	4952.CAG83722	1.9E-195	543	COG1096@1|root,KOG3409@2759|Eukaryota,39SCB@33154|Opisthokonta,3NYXY@4751|Fungi,3QS6U@4890|Ascomycota,3RSZ1@4891|Saccharomycetes	4891|Saccharomycetes	J	to Saccharomyces cerevisiae CSL4 (YNL232W)	CSL4	GO:0000176,GO:0000177,GO:0000178,GO:0000184,GO:0000288,GO:0000291,GO:0000459,GO:0000460,GO:0000466,GO:0000467,GO:0000469,GO:0000956,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0015031,GO:0015833,GO:0015931,GO:0016070,GO:0016071,GO:0016072,GO:0016074,GO:0016075,GO:0016078,GO:0016973,GO:0019222,GO:0019439,GO:0022613,GO:0031123,GO:0031125,GO:0031126,GO:0031503,GO:0031974,GO:0031981,GO:0032991,GO:0033036,GO:0034427,GO:0034470,GO:0034613,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0042254,GO:0042886,GO:0043144,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043628,GO:0043632,GO:0043633,GO:0043634,GO:0043928,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046483,GO:0046700,GO:0046907,GO:0048519,GO:0050657,GO:0050658,GO:0050789,GO:0051028,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0060255,GO:0065007,GO:0070013,GO:0070478,GO:0070481,GO:0070651,GO:0070727,GO:0071025,GO:0071027,GO:0071029,GO:0071035,GO:0071038,GO:0071042,GO:0071046,GO:0071047,GO:0071051,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:1901360,GO:1901361,GO:1901575,GO:1902494,GO:1905354	-	ko:K07573	ko03018,map03018	M00390,M00391	-	-	ko00000,ko00001,ko00002,ko03019	-	-	-	EXOSC1
YALI0_A06215g	4952.CAG83729	9.27E-289	790	COG2036@1|root,KOG3467@2759|Eukaryota,3A1HI@33154|Opisthokonta,3P3ZX@4751|Fungi,3QV4F@4890|Ascomycota,3RUEJ@4891|Saccharomycetes	4890|Ascomycota	B	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling	-	-	-	-	-	-	-	-	-	-	-	-	-
YALI0_A06369g	4952.CAG83731	3.74E-241	662	29XJD@1|root,2RXS0@2759|Eukaryota,39RKA@33154|Opisthokonta,3NXBE@4751|Fungi,3QQTZ@4890|Ascomycota,3RRYK@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae WHI2 (YOR043W)	-	GO:0000422,GO:0003674,GO:0005575,GO:0005623,GO:0006810,GO:0006897,GO:0006914,GO:0006950,GO:0006970,GO:0006996,GO:0007005,GO:0007010,GO:0007015,GO:0008047,GO:0008150,GO:0008152,GO:0009056,GO:0009266,GO:0009408,GO:0009628,GO:0009651,GO:0009987,GO:0016043,GO:0016192,GO:0019208,GO:0019211,GO:0022411,GO:0030029,GO:0030036,GO:0030234,GO:0040008,GO:0043085,GO:0044093,GO:0044237,GO:0044248,GO:0044464,GO:0050789,GO:0050790,GO:0050896,GO:0051179,GO:0051234,GO:0061726,GO:0061919,GO:0065007,GO:0065009,GO:0071840,GO:0071944,GO:0097435,GO:0098657,GO:0098772,GO:1903008	-	-	-	-	-	-	-	-	-	-	-
YALI0_A06435g	4952.CAG83732	0	927	COG1404@1|root,KOG1153@2759|Eukaryota,38H6S@33154|Opisthokonta,3NUCW@4751|Fungi,3QK5M@4890|Ascomycota,3RRJT@4891|Saccharomycetes	4891|Saccharomycetes	O	Belongs to the peptidase S8 family	-	GO:0000322,GO:0000323,GO:0000324,GO:0000328,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005775,GO:0006508,GO:0006807,GO:0006950,GO:0007039,GO:0007154,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009056,GO:0009057,GO:0009267,GO:0009605,GO:0009653,GO:0009987,GO:0009991,GO:0016787,GO:0017171,GO:0019538,GO:0030154,GO:0030163,GO:0030435,GO:0031667,GO:0031668,GO:0031669,GO:0031974,GO:0032502,GO:0033554,GO:0042594,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043934,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0048646,GO:0048856,GO:0048869,GO:0050896,GO:0051716,GO:0070011,GO:0070013,GO:0071496,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575	3.4.21.48	ko:K01336	ko04138,map04138	-	-	-	ko00000,ko00001,ko01000,ko01002,ko03110	-	-	-	Inhibitor_I9,Peptidase_S8
YALI0_A06479g	4952.CAG83734	4.25E-296	816	KOG0271@1|root,KOG0271@2759|Eukaryota,38HMB@33154|Opisthokonta,3NV28@4751|Fungi,3QMRJ@4890|Ascomycota,3RSVW@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae RSA4 (YCR072C)	-	GO:0000027,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0031974,GO:0031981,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0065003,GO:0070013,GO:0070925,GO:0071826,GO:0071840	-	ko:K14855	-	-	-	-	ko00000,ko03009	-	-	-	NLE,WD40
YALI0_A06589g	4952.CAG83737	0	914	COG5020@1|root,KOG4472@2759|Eukaryota,38CI7@33154|Opisthokonta,3NUKP@4751|Fungi,3QKJ7@4890|Ascomycota,3RS3G@4891|Saccharomycetes	4891|Saccharomycetes	G	to Saccharomyces cerevisiae KTR1 (YOR099W)	KTR1	GO:0000026,GO:0000030,GO:0000032,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003674,GO:0003824,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005794,GO:0005886,GO:0006056,GO:0006057,GO:0006464,GO:0006486,GO:0006487,GO:0006493,GO:0006807,GO:0007155,GO:0007160,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009405,GO:0009605,GO:0009607,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0016740,GO:0016757,GO:0016758,GO:0019538,GO:0022610,GO:0030447,GO:0031090,GO:0031505,GO:0031506,GO:0031589,GO:0034645,GO:0036211,GO:0040007,GO:0042546,GO:0042710,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0043708,GO:0043710,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044399,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044764,GO:0045229,GO:0050896,GO:0051704,GO:0051707,GO:0051832,GO:0051834,GO:0052173,GO:0070085,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071852,GO:0071944,GO:0090605,GO:0090608,GO:0097502,GO:0098588,GO:0098609,GO:0098805,GO:0098852,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	-	ko:K10967	ko00514,map00514	-	R09300,R09301	-	ko00000,ko00001,ko01000,ko01003	-	GT15	-	Glyco_transf_15
YALI0_A06611g	4952.CAG83738	0	1521	KOG4197@1|root,KOG4197@2759|Eukaryota,39JG2@33154|Opisthokonta,3Q3T6@4751|Fungi,3RKVN@4890|Ascomycota,3RXT3@4891|Saccharomycetes	4891|Saccharomycetes	A	Pentatricopeptide repeat domain	-	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
YALI0_A06655g	4952.CAG83740	0	1785	COG4178@1|root,KOG0064@2759|Eukaryota,38B9E@33154|Opisthokonta,3NUQ7@4751|Fungi,3QNY0@4890|Ascomycota,3RSTK@4891|Saccharomycetes	4891|Saccharomycetes	I	to Saccharomyces cerevisiae PXA1 (YPL147W)	PXA1	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0005779,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0008150,GO:0010876,GO:0015399,GO:0015405,GO:0015711,GO:0015718,GO:0015849,GO:0015908,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031090,GO:0031224,GO:0031231,GO:0031300,GO:0031301,GO:0031903,GO:0033036,GO:0042579,GO:0042623,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044422,GO:0044424,GO:0044425,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098588,GO:0098805	-	ko:K15628	ko02010,ko04146,map02010,map04146	-	-	-	ko00000,ko00001,ko02000	3.A.1.203.2,3.A.1.203.6	-	-	ABC_membrane_2,ABC_tran
YALI0_A06743g	4952.CAG83744	1.24E-167	468	COG0625@1|root,KOG0867@2759|Eukaryota,39928@33154|Opisthokonta,3NZ93@4751|Fungi,3QJMZ@4890|Ascomycota,3RUI2@4891|Saccharomycetes	4891|Saccharomycetes	O	Belongs to the GST superfamily	GST2	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_C_3,GST_N,GST_N_3
YALI0_A06787g	4952.CAG83746	1.18E-271	744	COG0300@1|root,KOG1014@2759|Eukaryota,38GQB@33154|Opisthokonta,3NV2T@4751|Fungi,3QJIT@4890|Ascomycota,3RT64@4891|Saccharomycetes	4891|Saccharomycetes	Q	Component of the microsomal membrane bound fatty acid elongation system, which produces the 26-carbon very long-chain fatty acids (VLCFA) from palmitate. Catalyzes the reduction of the 3-ketoacyl-CoA intermediate that is formed in each cycle of fatty acid elongation. VLCFAs serve as precursors for ceramide and sphingolipids	-	GO:0000038,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006665,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016053,GO:0016491,GO:0016614,GO:0019752,GO:0030148,GO:0030497,GO:0031984,GO:0032787,GO:0042175,GO:0042761,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045703,GO:0046394,GO:0046467,GO:0055114,GO:0071704,GO:0072330,GO:0098827,GO:1901564,GO:1901566,GO:1901576	1.1.1.330,1.1.1.62	ko:K10251	ko00062,ko00140,ko01040,ko01100,ko01110,ko01212,map00062,map00140,map01040,map01100,map01110,map01212	M00415	R02352,R02353,R04681,R04682,R07759,R08945,R08980,R10826	RC00029,RC00103,RC00127,RC00261	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short
YALI0_A06809g	4952.CAG83747	2.37E-65	200	2E878@1|root,2SEQJ@2759|Eukaryota,3ABX4@33154|Opisthokonta,3P8PF@4751|Fungi,3R0IC@4890|Ascomycota,3RVRR@4891|Saccharomycetes	4891|Saccharomycetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YALI0_A06908g	4952.CAG83752	2.64E-124	353	COG2110@1|root,2S60W@2759|Eukaryota,3A4BY@33154|Opisthokonta,3P53T@4751|Fungi,3QWZY@4890|Ascomycota,3RXI5@4891|Saccharomycetes	4891|Saccharomycetes	G	Highly specific phosphatase involved in the metabolism of ADP-ribose 1''-phosphate (Appr1p) which is produced as a consequence of tRNA splicing	POA1	-	3.1.3.84	ko:K15529	-	-	-	-	ko00000,ko01000	-	-	-	Macro
YALI0_A06974g	4952.CAG83755	2.31E-283	772	COG2175@1|root,2QS34@2759|Eukaryota,38CBB@33154|Opisthokonta,3NVW9@4751|Fungi,3QPP5@4890|Ascomycota,3RSJE@4891|Saccharomycetes	4891|Saccharomycetes	E	Taurine catabolism dioxygenase TauD, TfdA family	-	-	-	-	-	-	-	-	-	-	-	-	TauD
