,gene AID,gene name,subject AID,subject name,gene product AID,subject product AID,gene product name,subject product name,COV
2538,NP_013125.1,YLR025W,XP_501889.1,YALI0_C16027g,NP_013125.1,XP_501889.1,ESCRT-III subunit protein SNF7,YALI0C16027p,0.6291666666666667
2539,NP_013126.1,YLR026C,XP_501920.1,YALI0_C16819g,NP_013126.1,XP_501920.1,t-SNARE syntaxin,YALI0C16819p,1.011764705882353
2540,NP_013127.2,YLR027C,XP_506013.1,YALI0_F29337g,NP_013127.2,XP_506013.1,aspartate transaminase AAT2,YALI0F29337p,1.0430622009569377
2541,NP_013128.1,YLR028C,XP_503230.1,YALI0_D24409g,NP_013128.1,XP_503230.1,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE16,YALI0D24409p,1.0016920473773263
2542,NP_013129.1,YLR029C,XP_503229.1,YALI0_D24387g,NP_013129.1,XP_503229.1,ribosomal 60S subunit protein L15A,60S ribosomal protein L15,0.9950980392156864
2543,NP_013132.1,YLR032W,XP_505044.1,YALI0_F05698g,NP_013132.1,XP_505044.1,DNA helicase RAD5,YALI0F05698p,0.8614200171086399
2544,NP_013133.1,YLR033W,XP_503335.1,YALI0_D26840g,NP_013133.1,XP_503335.1,Rsc58p,YALI0D26840p,0.8147410358565738
2545,NP_013134.1,YLR034C,XP_503334.1,YALI0_D26818g,NP_013134.1,XP_503334.1,putative divalent metal ion transporter SMF3,YALI0D26818p,1.054968287526427
2546,NP_013135.1,YLR035C,XP_503794.1,YALI0_E10769g,NP_013135.1,XP_503794.1,mismatch repair protein MLH2,YALI0E10769p,0.5079136690647482
2547,NP_013139.1,YLR038C,XP_504034.1,YALI0_E16709g,NP_013139.1,XP_504034.1,cytochrome c oxidase subunit VIb,YALI0E16709p,1.0
2548,NP_013144.1,YLR043C,XP_504863.1,YALI0_F01496g,NP_013144.1,XP_504863.1,thioredoxin TRX1,YALI0F01496p,0.9805825242718448
2549,NP_013145.1,YLR044C,XP_502647.1,YALI0_D10131g,NP_013145.1,XP_502647.1,indolepyruvate decarboxylase 1,YALI0D10131p,1.0035523978685612
2550,NP_013146.1,YLR045C,XP_504504.1,YALI0_E28371g,NP_013146.1,XP_504504.1,Stu2p,YALI0E28371p,1.0664414414414414
2551,NP_013147.1,YLR046C,XP_504482.1,YALI0_E27786g,NP_013147.1,XP_504482.1,uncharacterized protein YLR046C,YALI0E27786p,0.837037037037037
2552,NP_013148.1,YLR047C,XP_501010.1,YALI0_B17292g,NP_013148.1,XP_501010.1,putative ferric-chelate reductase,YALI0B17292p,0.6807580174927114
2553,NP_013149.1,YLR048W,XP_500192.2,YALI0_A18205g,NP_013149.1,XP_500192.2,ribosomal 40S subunit protein S0B,40S ribosomal protein S0,0.8174603174603174
2554,NP_013151.1,YLR050C,XP_501987.1,YALI0_C18711g,NP_013151.1,XP_501987.1,Ema19p,YALI0C18711p,0.9192546583850932
2555,NP_013152.1,YLR051C,XP_500454.1,YALI0_B03278g,NP_013152.1,XP_500454.1,Fcf2p,YALI0B03278p,0.5345622119815668
2556,NP_013155.2,YLR054C,XP_503072.1,YALI0_D20438g,NP_013155.2,XP_503072.1,Osw2p,YALI0D20438p,0.5262430939226519
2557,NP_013156.1,YLR055C,XP_504326.1,YALI0_E23804g,NP_013156.1,XP_504326.1,SAGA complex subunit SPT8,YALI0E23804p,1.0016611295681064
2558,NP_013157.1,YLR056W,XP_503090.1,YALI0_D20878g,NP_013157.1,XP_503090.1,C-5 sterol desaturase,YALI0D20878p,1.021917808219178
2559,NP_013158.1,YLR057W,XP_503061.1,YALI0_D20174g,NP_013158.1,XP_503061.1,putative mannosidase MNL2,YALI0D20174p,0.3663133097762073
2560,NP_013159.1,YLR058C,XP_504017.1,YALI0_E16346g,NP_013159.1,XP_504017.1,glycine hydroxymethyltransferase SHM2,YALI0E16346p,0.997867803837953
2561,NP_013160.1,YLR059C,XP_504445.1,YALI0_E26939g,NP_013160.1,XP_504445.1,Rex2p,YALI0E26939p,0.6802973977695167
2562,NP_013161.1,YLR060W,XP_504288.1,YALI0_E22979g,NP_013161.1,XP_504288.1,phenylalanine--tRNA ligase subunit beta,YALI0E22979p,1.011764705882353
2563,NP_013162.1,YLR061W,XP_002143093.1,YALI0_E32208g,NP_013162.1,XP_002143093.1,ribosomal 60S subunit protein L22A,60S ribosomal protein L22,0.975206611570248
2564,NP_013164.1,YLR063W,XP_504675.1,YALI0_E32219g,NP_013164.1,XP_504675.1,25S rRNA (uracil2843-N3)-methyltransferase,YALI0E32219p,0.8657534246575342
2565,NP_013165.1,YLR064W,XP_503197.2,YALI0_D23617g,NP_013165.1,XP_503197.2,Per33p,YALI0D23617p,0.9523809523809524
2566,NP_013166.1,YLR065C,XP_503191.1,YALI0_D23441g,NP_013166.1,XP_503191.1,Snd2p,YALI0D23441p,1.0055248618784531
2567,NP_013167.1,YLR066W,XP_504347.1,YALI0_E24321g,NP_013167.1,XP_504347.1,signal peptidase complex subunit SPC3,YALI0E24321p,0.9456521739130436
2568,NP_013169.1,YLR068W,XP_504349.1,YALI0_E24365g,NP_013169.1,XP_504349.1,Fyv7p,YALI0E24365p,0.4172185430463576
2569,NP_013170.1,YLR069C,XP_502526.1,YALI0_D07326g,NP_013170.1,XP_502526.1,Mef1p,YALI0D07326p,0.9816031537450722
2570,NP_013171.1,YLR070C,XP_503864.1,YALI0_E12463g,NP_013171.1,XP_503864.1,D-xylulose reductase XYL2,YALI0E12463p,1.002808988764045
2571,NP_013172.1,YLR071C,XP_502520.1,YALI0_D07194g,NP_013172.1,XP_502520.1,Rgr1p,YALI0D07194p,0.8234750462107209
2572,NP_013173.1,YLR072W,XP_500125.1,YALI0_A16291g,NP_013173.1,XP_500125.1,Lam6p,YALI0A16291p,0.2828282828282828
2573,NP_013174.1,YLR073C,XP_501273.1,YALI0_C00165g,NP_013174.1,XP_501273.1,Rfu1p,YALI0C00165p,0.345
2574,NP_013175.1,YLR074C,XP_502774.1,YALI0_D13068g,NP_013175.1,XP_502774.1,Bud20p,YALI0D13068p,0.5843373493975904
2575,NP_013176.1,YLR075W,XP_502776.1,YALI0_D13104g,NP_013176.1,XP_502776.1,ribosomal 60S subunit protein L10,60S ribosomal protein L10,0.9773755656108596
2576,NP_013178.1,YLR077W,XP_502581.1,YALI0_D08602g,NP_013178.1,XP_502581.1,Fmp25p,YALI0D08602p,0.8747855917667239
2577,NP_013179.1,YLR078C,XP_506106.1,YALI0_F31669g,NP_013179.1,XP_506106.1,Bos1p,YALI0F31669p,1.0081967213114753
2578,NP_013182.1,YLR081W,XP_505610.1,YALI0_F19184g,NP_013182.1,XP_505610.1,galactose permease GAL2,YALI0F19184p,0.8780487804878049
2579,NP_013184.1,YLR083C,XP_503854.1,YALI0_E12221g,NP_013184.1,XP_503854.1,Emp70p,YALI0E12221p,1.0059970014992503
2580,NP_013185.1,YLR084C,XP_499757.1,YALI0_A04609g,NP_013185.1,XP_499757.1,Rax2p,YALI0A04609p,1.0819672131147542
2581,NP_013186.1,YLR085C,XP_500725.1,YALI0_B10538g,NP_013186.1,XP_500725.1,Arp6p,YALI0B10538p,0.3789954337899543
2582,NP_013187.1,YLR086W,XP_502000.1,YALI0_C19129g,NP_013187.1,XP_502000.1,condensin subunit SMC4,YALI0C19129p,0.8963328631875882
2583,NP_013188.1,YLR087C,XP_503753.1,YALI0_E09867g,NP_013188.1,XP_503753.1,Csf1p,YALI0E09867p,0.3752535496957404
2584,NP_013189.1,YLR088W,XP_499878.1,YALI0_A08536g,NP_013189.1,XP_499878.1,GPI-anchor transamidase subunit GAA1,YALI0A08536p,1.009771986970684
2585,NP_013190.1,YLR089C,XP_502480.1,YALI0_D06325g,NP_013190.1,XP_502480.1,alanine transaminase ALT1,YALI0D06325p,0.8125
2586,NP_013191.1,YLR090W,XP_502347.1,YALI0_D02937g,NP_013191.1,XP_502347.1,Xdj1p,YALI0D02937p,0.8583877995642701
2587,NP_013193.1,YLR092W,XP_501037.1,YALI0_B17930g,NP_013193.1,XP_501037.1,sulfate permease,YALI0B17930p,0.980963045912654
2588,NP_013194.2,YLR093C,XP_503378.1,YALI0_E00594g,NP_013194.2,XP_503378.1,Nyv1p,YALI0E00594p,0.308300395256917
2589,NP_013197.1,YLR096W,XP_002143057.1,YALI0_D22770g,NP_013197.1,XP_002143057.1,serine/threonine protein kinase KIN2,YALI0D22770p,0.4917175239755885
2590,NP_013198.1,YLR097C,XP_504685.1,YALI0_E32439g,NP_013198.1,XP_504685.1,SCF ubiquitin ligase complex subunit HRT3,YALI0E32439p,1.1482558139534884
2591,NP_013199.1,YLR098C,XP_504866.1,YALI0_F01562g,NP_013199.1,XP_504866.1,Cha4p,YALI0F01562p,0.4336419753086419
2592,NP_013200.1,YLR099C,XP_501552.1,YALI0_C07326g,NP_013200.1,XP_501552.1,lysophosphatidic acid acyltransferase ICT1,YALI0C07326p,0.3680203045685279
2593,NP_013201.1,YLR100W,XP_501024.1,YALI0_B17644g,NP_013201.1,XP_501024.1,3-keto-steroid reductase,YALI0B17644p,0.9855907780979828
2594,NP_013204.1,YLR103C,XP_500565.1,YALI0_B06369g,NP_013204.1,XP_500565.1,DNA replication initiation factor CDC45,YALI0B06369p,1.050769230769231
2595,NP_013205.1,YLR104W,XP_500599.1,YALI0_B07249g,NP_013205.1,XP_500599.1,Lcl2p,YALI0B07249p,0.9083969465648856
2596,NP_013206.1,YLR105C,XP_500601.1,YALI0_B07293g,NP_013206.1,XP_500601.1,tRNA splicing endonuclease subunit SEN2,YALI0B07293p,0.9363395225464192
2597,NP_013207.1,YLR106C,XP_500637.1,YALI0_B08338g,NP_013207.1,XP_500637.1,AAA family ATPase midasin,YALI0B08338p,0.939307535641548
2598,NP_013208.1,YLR107W,XP_500615.1,YALI0_B07689g,NP_013208.1,XP_500615.1,RNA exonuclease,YALI0B07689p,0.4034653465346535
2599,NP_013209.1,YLR108C,XP_502324.1,YALI0_D02387g,NP_013209.1,XP_502324.1,uncharacterized protein YLR108C,YALI0D02387p,0.5010309278350515
2600,NP_013210.1,YLR109W,XP_504381.1,YALI0_E25091g,NP_013210.1,XP_504381.1,thioredoxin peroxidase AHP1,YALI0E25091p,0.9375
2601,NP_013214.1,YLR113W,XP_504383.1,YALI0_E25135g,NP_013214.1,XP_504383.1,mitogen-activated protein kinase HOG1,YALI0E25135p,0.7839080459770115
2602,NP_013215.1,YLR114C,XP_505984.1,YALI0_F28303g,NP_013215.1,XP_505984.1,Avl9p,YALI0F28303p,0.8926701570680629
2603,NP_013216.1,YLR115W,XP_502172.1,YALI0_C23232g,NP_013216.1,XP_502172.1,cleavage polyadenylation factor subunit CFT2,YALI0C23232p,1.0256111757857975
2604,NP_013217.1,YLR116W,XP_505575.1,YALI0_F18370g,NP_013217.1,XP_505575.1,mRNA splicing protein MSL5,YALI0F18370p,0.5735294117647058
2605,NP_013218.1,YLR117C,XP_505576.1,YALI0_F18392g,NP_013218.1,XP_505576.1,Clf1p,YALI0F18392p,0.9941775836972344
2606,NP_013219.1,YLR118C,XP_500198.1,YALI0_A18337g,NP_013219.1,XP_500198.1,palmitoyl-(protein) hydrolase,YALI0A18337p,0.9823788546255506
2607,NP_013220.1,YLR119W,XP_505582.1,YALI0_F18524g,NP_013220.1,XP_505582.1,ESCRT-I subunit protein SRN2,YALI0F18524p,0.5774647887323944
2608,NP_013221.1,YLR120C,XP_501140.1,YALI0_B20526g,NP_013221.1,XP_501140.1,aspartyl protease,YALI0B20526p,0.5377855887521968
2609,NP_013222.1,YLR121C,XP_503768.1,YALI0_E10175g,NP_013222.1,XP_503768.1,aspartyl protease,YALI0E10175p,0.8011811023622047
2610,NP_013227.1,YLR126C,XP_504270.1,YALI0_E22484g,NP_013227.1,XP_504270.1,putative amidotransferase,YALI0E22484p,0.9800796812749004
2611,NP_013228.1,YLR127C,XP_503564.1,YALI0_E04983g,NP_013228.1,XP_503564.1,anaphase promoting complex subunit 2,YALI0E04983p,0.6764361078546307
2612,NP_013229.1,YLR128W,XP_505896.1,YALI0_F26147g,NP_013229.1,XP_505896.1,NEDD8 ligase DCN1,YALI0F26147p,0.9479553903345724
2613,NP_013230.1,YLR129W,XP_501306.1,YALI0_C00913g,NP_013230.1,XP_501306.1,snoRNA-binding rRNA-processing protein DIP2,YALI0C00913p,1.0127253446447508
2614,NP_013231.1,YLR130C,XP_505716.1,YALI0_F21659g,NP_013231.1,XP_505716.1,low-affinity Zn(2+) transporter ZRT2,YALI0F21659p,1.009478672985782
2615,NP_013233.1,YLR132C,XP_504045.1,YALI0_E16951g,NP_013233.1,XP_504045.1,phosphoric diester hydrolase,YALI0E16951p,0.3482758620689655
2616,NP_013234.1,YLR133W,XP_504043.1,YALI0_E16907g,NP_013234.1,XP_504043.1,bifunctional choline kinase/ethanolamine kinase CKI1,YALI0E16907p,0.9192439862542956
2617,NP_013235.1,YLR134W,XP_502647.1,YALI0_D10131g,NP_013235.1,XP_502647.1,indolepyruvate decarboxylase 5,YALI0D10131p,1.0
2618,NP_013238.1,YLR137W,XP_502793.1,YALI0_D13574g,NP_013238.1,XP_502793.1,S-adenosylmethionine-dependent methyltransferase,YALI0D13574p,0.9918256130790192
2619,NP_013239.1,YLR138W,XP_501299.1,YALI0_C00759g,NP_013239.1,XP_501299.1,Nha1p,YALI0C00759p,0.4944162436548223
2620,NP_013243.1,YLR142W,XP_500687.1,YALI0_B09625g,NP_013243.1,XP_500687.1,proline dehydrogenase,YALI0B09625p,0.8760504201680672
2621,NP_013244.1,YLR143W,XP_505418.1,YALI0_F14553g,NP_013244.1,XP_505418.1,diphthine--ammonia ligase,YALI0F14553p,0.8510948905109489
2622,NP_013245.1,YLR144C,XP_499836.2,YALI0_A07142g,NP_013245.1,XP_499836.2,"endo-1,3(4)-beta-glucanase",YALI0A07142p,0.9037227214377408
2623,NP_013246.1,YLR145W,XP_503555.1,YALI0_E04741g,NP_013246.1,XP_503555.1,Rmp1p,YALI0E04741p,0.7562189054726368
2624,NP_013247.1,YLR146C,XP_503556.1,YALI0_E04763g,NP_013247.1,XP_503556.1,spermine synthase,YALI0E04763p,0.98
2625,NP_013248.1,YLR147C,XP_500227.1,YALI0_A19030g,NP_013248.1,XP_500227.1,mRNA splicing protein SMD3,YALI0A19030p,0.8415841584158416
2626,NP_013249.1,YLR148W,XP_500226.1,YALI0_A19008g,NP_013249.1,XP_500226.1,tethering complex subunit PEP3,YALI0A19008p,1.056644880174292
2627,NP_013250.1,YLR149C,XP_506014.1,YALI0_F29359g,NP_013250.1,XP_506014.1,Gid11p,YALI0F29359p,0.5465753424657535
2628,NP_013251.1,YLR150W,XP_501635.1,YALI0_C09262g,NP_013251.1,XP_501635.1,Stm1p,YALI0C09262p,0.934065934065934
2629,NP_013252.1,YLR151C,XP_505891.1,YALI0_F26037g,NP_013252.1,XP_505891.1,8-oxo-dGTP diphosphatase,YALI0F26037p,0.9647058823529412
2630,NP_013253.1,YLR152C,XP_502331.1,YALI0_D02585g,NP_013253.1,XP_502331.1,uncharacterized protein YLR152C,YALI0D02585p,0.3368055555555556
2631,NP_013254.1,YLR153C,XP_505057.1,YALI0_F05962g,NP_013254.1,XP_505057.1,acetate--CoA ligase ACS2,acetate--CoA ligase,0.9677891654465594
2632,NP_013264.1,YLR163C,XP_500073.1,YALI0_A14806g,NP_013264.1,XP_500073.1,mitochondrial processing peptidase,YALI0A14806p,0.9632034632034632
2633,NP_013265.1,YLR164W,XP_500072.2,YALI0_A14784g,NP_013265.1,XP_500072.2,protein SHH4,YALI0A14784p,0.7619047619047619
2634,NP_013266.1,YLR165C,XP_500379.1,YALI0_B01276g,NP_013266.1,XP_500379.1,pseudouridine synthase PUS5,YALI0B01276p,0.9921259842519684
2635,NP_013267.1,YLR166C,XP_501334.1,YALI0_C01595g,NP_013267.1,XP_501334.1,exocyst subunit SEC10,YALI0C01595p,0.529276693455798
2636,NP_013268.1,YLR167W,XP_505175.1,YALI0_F08745g,NP_013268.1,XP_505175.1,ubiquitin-ribosomal 40S subunit protein S31 fusion protein,ubiquitin-60S ribosomal protein L40 fusion protein,0.5
2637,NP_013269.1,YLR168C,XP_503005.1,YALI0_D18854g,NP_013269.1,XP_503005.1,Ups2p,YALI0D18854p,0.7304347826086957
2638,NP_013271.1,YLR170C,XP_500486.2,YALI0_B04246g,NP_013271.1,XP_500486.2,Aps1p,YALI0B04246p,0.903846153846154
2639,NP_013273.1,YLR172C,XP_505522.1,YALI0_F17138g,NP_013273.1,XP_505522.1,diphthine synthase,YALI0F17138p,1.0
2640,NP_013275.1,YLR174W,XP_504978.2,YALI0_F04095g,NP_013275.1,XP_504978.2,isocitrate dehydrogenase (NADP(+)) IDP2,YALI0F04095p,0.9854368932038836
2641,NP_013276.1,YLR175W,XP_503903.1,YALI0_E13486g,NP_013276.1,XP_503903.1,pseudouridine synthase CBF5,YALI0E13486p,0.9213250517598344
2642,NP_013278.1,YLR177W,XP_505099.1,YALI0_F06864g,NP_013278.1,XP_505099.1,uncharacterized protein YLR177W,YALI0F06864p,0.3423566878980891
2643,NP_013279.1,YLR178C,XP_500458.1,YALI0_B03366g,NP_013279.1,XP_500458.1,Tfs1p,YALI0B03366p,0.9726027397260274
2644,NP_013280.1,YLR179C,XP_500458.1,YALI0_B03366g,NP_013280.1,XP_500458.1,uncharacterized protein YLR179C,YALI0B03366p,0.9800995024875622
2645,NP_013281.1,YLR180W,XP_500887.1,YALI0_B14509g,NP_013281.1,XP_500887.1,methionine adenosyltransferase SAM1,YALI0B14509p,0.9921465968586388
2646,NP_013283.1,YLR182W,XP_501770.1,YALI0_C12639g,NP_013283.1,XP_501770.1,transcriptional regulator SWI6,YALI0C12639p,0.613947696139477
2647,NP_013286.1,YLR185W,XP_503416.1,YALI0_E01452g,NP_013286.1,XP_503416.1,ribosomal 60S subunit protein L37A,60S ribosomal protein L37,0.8863636363636364
2648,NP_013287.1,YLR186W,XP_503418.1,YALI0_E01496g,NP_013287.1,XP_503418.1,18S rRNA pseudouridine methyltransferase,YALI0E01496p,0.9404761904761904
2649,NP_013288.1,YLR187W,XP_505739.1,YALI0_F22165g,NP_013288.1,XP_505739.1,Skg3p,YALI0F22165p,0.3840155945419103
2650,NP_013289.1,YLR188W,XP_503391.1,YALI0_E00880g,NP_013289.1,XP_503391.1,ATP-binding cassette permease MDL1,YALI0E00880p,0.8719424460431655
2651,NP_013290.1,YLR189C,XP_502984.2,YALI0_D18403g,NP_013290.1,XP_502984.2,sterol 3-beta-glucosyltransferase,YALI0D18403p,0.5667779632721202
2652,NP_013292.1,YLR191W,XP_501488.1,YALI0_C05775g,NP_013292.1,XP_501488.1,peroxin PEX13,YALI0C05775p,0.6865284974093264
2653,NP_013293.1,YLR192C,XP_506044.1,YALI0_F30305g,NP_013293.1,XP_506044.1,translation initiation factor eIF3 core subunit j,YALI0F30305p,0.7471698113207547
2654,NP_013294.1,YLR193C,XP_502040.2,YALI0_C20141g,NP_013294.1,XP_502040.2,Ups1p,YALI0C20141p,0.9714285714285714
2655,NP_013296.1,YLR195C,XP_503400.1,YALI0_E01078g,NP_013296.1,XP_503400.1,glycylpeptide N-tetradecanoyltransferase NMT1,YALI0E01078p,0.9956043956043956
2656,NP_013297.1,YLR196W,XP_503401.1,YALI0_E01100g,NP_013297.1,XP_503401.1,rRNA-processing protein PWP1,YALI0E01100p,0.9305555555555556
2657,NP_013298.1,YLR197W,XP_502927.1,YALI0_D17116g,NP_013298.1,XP_502927.1,snoRNP complex protein NOP56,YALI0D17116p,0.8888888888888888
2658,NP_013301.1,YLR200W,XP_502925.2,YALI0_D17086g,NP_013301.1,XP_502925.2,tubulin-binding prefolding complex subunit YKE2,YALI0D17086p,0.8859649122807017
2659,NP_013302.1,YLR201C,XP_505941.1,YALI0_F27313g,NP_013302.1,XP_505941.1,ubiquinone biosynthesis protein COQ9,YALI0F27313p,1.0423076923076924
2660,NP_013304.1,YLR203C,XP_504687.1,YALI0_E32483g,NP_013304.1,XP_504687.1,Mss51p,YALI0E32483p,0.9380733944954128
2661,NP_013306.2,YLR205C,XP_503268.1,YALI0_D25278g,NP_013306.2,XP_503268.1,Hmx1p,YALI0D25278p,0.8990536277602523
2662,NP_013307.1,YLR206W,XP_503320.1,YALI0_D26510g,NP_013307.1,XP_503320.1,epsin,YALI0D26510p,0.938009787928222
2663,NP_013308.1,YLR207W,XP_504879.1,YALI0_F01859g,NP_013308.1,XP_504879.1,ubiquitin ligase complex subunit HRD3,YALI0F01859p,0.4057623049219688
2664,NP_013309.1,YLR208W,XP_506037.1,YALI0_F30151g,NP_013309.1,XP_506037.1,GTPase-activating protein SEC13,YALI0F30151p,1.0101010101010102
2665,NP_013310.1,YLR209C,XP_506036.1,YALI0_F30129g,NP_013310.1,XP_506036.1,purine-nucleoside phosphorylase,YALI0F30129p,0.9839228295819936
2666,NP_013311.1,YLR210W,XP_501090.1,YALI0_B19206g,NP_013311.1,XP_501090.1,B-type cyclin CLB4,YALI0B19206p,0.9
2667,NP_013313.1,YLR212C,XP_500603.1,YALI0_B07381g,NP_013313.1,XP_500603.1,gamma-tubulin,YALI0B07381p,0.9619450317124736
2668,NP_013314.1,YLR213C,XP_501652.1,YALI0_C09680g,NP_013314.1,XP_501652.1,putative glycosylase,YALI0C09680p,0.3530805687203791
2669,NP_013315.1,YLR214W,XP_503299.1,YALI0_D26081g,NP_013315.1,XP_503299.1,ferric/cupric-chelate reductase,YALI0D26081p,0.9300291545189504
2670,NP_013316.1,YLR215C,XP_505661.1,YALI0_F20394g,NP_013316.1,XP_505661.1,cell proliferation protein CDC123,YALI0F20394p,0.9666666666666668
2671,NP_013317.1,YLR216C,XP_501673.1,YALI0_C10230g,NP_013317.1,XP_501673.1,peptidylprolyl isomerase CPR6,YALI0C10230p,0.4016172506738544
2672,NP_013321.1,YLR220W,XP_503067.1,YALI0_D20306g,NP_013321.1,XP_503067.1,Ccc1p,YALI0D20306p,0.6956521739130435
2673,NP_013322.1,YLR221C,XP_503194.1,YALI0_D23551g,NP_013322.1,XP_503194.1,Rsa3p,YALI0D23551p,0.25
2674,NP_013323.1,YLR222C,XP_504667.1,YALI0_E32043g,NP_013323.1,XP_504667.1,Utp13p,YALI0E32043p,1.0048959608323134
2675,NP_013326.1,YLR225C,XP_501927.1,YALI0_C16973g,NP_013326.1,XP_501927.1,uncharacterized protein YLR225C,YALI0C16973p,0.941031941031941
2676,NP_013327.1,YLR226W,XP_501682.1,YALI0_C10516g,NP_013327.1,XP_501682.1,Bur2p,YALI0C10516p,0.7164556962025317
2677,NP_013329.1,YLR228C,XP_500947.1,YALI0_B15818g,NP_013329.1,XP_500947.1,Ecm22p,YALI0B15818p,0.3624078624078624
2678,NP_013330.1,YLR229C,XP_500944.2,YALI0_B15752g,NP_013330.1,XP_500944.2,Rho family GTPase CDC42,YALI0B15752p,1.0
2679,NP_013332.1,YLR231C,XP_501242.1,YALI0_B22902g,NP_013332.1,XP_501242.1,kynureninase,YALI0B22902p,0.9889624724061812
2680,NP_013335.1,YLR234W,XP_505752.1,YALI0_F22495g,NP_013335.1,XP_505752.1,DNA topoisomerase 3,YALI0F22495p,0.989329268292683
2681,NP_013338.1,YLR237W,XP_503043.1,YALI0_D19756g,NP_013338.1,XP_503043.1,thiamine transporter THI7,YALI0D19756p,0.802675585284281
2682,NP_013339.1,YLR238W,XP_505940.1,YALI0_F27291g,NP_013339.1,XP_505940.1,Far10p,YALI0F27291p,0.7196652719665272
2683,NP_013340.1,YLR239C,XP_505943.1,YALI0_F27357g,NP_013340.1,XP_505943.1,lipoyl(octanoyl) transferase LIP2,YALI0F27357p,0.8963414634146342
2684,NP_013341.1,YLR240W,XP_505213.2,YALI0_F09559g,NP_013341.1,XP_505213.2,phosphatidylinositol 3-kinase VPS34,YALI0F09559p,1.0594285714285714
2685,NP_013342.1,YLR241W,XP_505733.1,YALI0_F22033g,NP_013342.1,XP_505733.1,Csc1p,YALI0F22033p,1.067774936061381
2686,NP_013343.1,YLR242C,XP_506043.1,YALI0_F30283g,NP_013343.1,XP_506043.1,sterol homeostasis protein ARV1,YALI0F30283p,0.912772585669782
2687,NP_013344.1,YLR243W,XP_502047.1,YALI0_C20317g,NP_013344.1,XP_502047.1,putative signal sequence-binding GTPase GPN3,YALI0C20317p,0.9522058823529412
2688,NP_013345.1,YLR244C,XP_502928.1,YALI0_D17138g,NP_013345.1,XP_502928.1,methionine aminopeptidase MAP1,YALI0D17138p,0.937984496124031
2689,NP_013346.1,YLR245C,XP_502924.1,YALI0_D17072g,NP_013346.1,XP_502924.1,cytidine deaminase,YALI0D17072p,0.9647887323943662
2690,NP_013347.1,YLR246W,XP_500392.1,YALI0_B01606g,NP_013347.1,XP_500392.1,palmitoyltransferase ERF2,YALI0B01606p,0.3342618384401114
2691,NP_013348.1,YLR247C,XP_501545.1,YALI0_C07150g,NP_013348.1,XP_501545.1,E3 ubiquitin-protein ligase IRC20,YALI0C07150p,0.3084832904884318
2692,NP_013349.1,YLR248W,XP_503915.2,YALI0_E13750g,NP_013349.1,XP_503915.2,serine/threonine protein kinase RCK2,YALI0E13750p,0.8262295081967214
2693,NP_013350.1,YLR249W,XP_503895.1,YALI0_E13277g,NP_013350.1,XP_503895.1,translation elongation factor EF-3,YALI0E13277p,1.0019157088122606
2694,NP_013352.1,YLR251W,XP_500520.1,YALI0_B05214g,NP_013352.1,XP_500520.1,ethanol metabolism protein,YALI0B05214p,0.7309644670050761
2695,NP_013354.1,YLR253W,XP_500396.1,YALI0_B01694g,NP_013354.1,XP_500396.1,Cqd2p,YALI0B01694p,0.9191564147627416
2696,NP_013359.1,YLR258W,XP_505581.1,YALI0_F18502g,NP_013359.1,XP_505581.1,glycogen (starch) synthase GSY2,YALI0F18502p,0.998581560283688
2697,NP_013360.1,YLR259C,XP_504920.1,YALI0_F02805g,NP_013360.1,XP_504920.1,chaperone ATPase HSP60,YALI0F02805p,0.9493006993006992
2698,NP_013361.1,YLR260W,XP_002143013.1,YALI0_B11154g,NP_013361.1,XP_002143013.1,sphinganine kinase LCB5,YALI0B11154p,0.6317321688500728
2699,NP_013363.1,YLR262C,XP_501209.1,YALI0_B22154g,NP_013363.1,XP_501209.1,Rab family GTPase YPT6,YALI0B22154p,1.0
2700,NP_013364.1,YLR262C-A,XP_002143022.1,YALI0_B22125g,NP_013364.1,XP_002143022.1,Tma7p,YALI0B22125p,0.890625
2701,NP_013366.1,YLR264W,XP_501463.1,YALI0_C05148g,NP_013366.1,XP_501463.1,ribosomal 40S subunit protein S28B,40S ribosomal protein S28,0.9402985074626866
2702,NP_013370.1,YLR268W,XP_503132.1,YALI0_D21956g,NP_013370.1,XP_503132.1,SNAP receptor SEC22,YALI0D21956p,0.9953271028037384
2703,NP_013372.1,YLR270W,XP_506082.1,YALI0_F31141g,NP_013372.1,XP_506082.1,5\\'-(N(7)-methyl 5\\'-triphosphoguanosine)-(mRNA) diphosphatase,YALI0F31141p,0.9171428571428571
2704,NP_013374.1,YLR272C,XP_505078.1,YALI0_F06402g,NP_013374.1,XP_505078.1,condensin subunit YCS4,YALI0F06402p,1.004251700680272
2705,NP_013376.1,YLR274W,XP_499648.1,YALI0_A01353g,NP_013376.1,XP_499648.1,MCM DNA helicase complex subunit MCM5,YALI0A01353p,1.0116129032258063
2706,NP_013377.1,YLR275W,XP_505089.1,YALI0_F06644g,NP_013377.1,XP_505089.1,mRNA splicing protein SMD2,YALI0F06644p,0.990909090909091
2707,NP_013378.1,YLR276C,XP_506098.1,YALI0_F31493g,NP_013378.1,XP_506098.1,ATP-dependent DNA/RNA helicase,YALI0F31493p,0.925925925925926
